Book,Author,Genres,Avg_Rating,Num_Ratings
Stillness Is the Key,Ryan Holiday,"['Philosophy', 'Nonfiction', 'Self Help', 'Psychology', 'Personal Development', 'Spirituality', 'Business']","4,22","28,129"
The Executioner's Song,Norman Mailer,"['Nonfiction', 'True Crime', 'Crime', 'Classics', 'Biography', 'History', 'Literature']","4,06","20,817"
The Blind Side,Michael Lewis,"['Sports', 'Nonfiction', 'Biography', 'Football', 'Biography Memoir', 'Business', 'Adult']","4,17","93,294"
The Choice,Nicholas Sparks,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance']","4,01","174,293"
The Periodic Table,Primo Levi,"['Nonfiction', 'Science', 'History', 'Memoir', 'Biography', 'Short Stories', 'Italian Literature']","4,14","15,714"
Girl at War,Sara Novi?,"['Historical Fiction', 'Fiction', 'War', 'Historical', 'Contemporary', 'Young Adult', 'Coming Of Age']",4,"29,392"
Driven to Distraction: Recognizing and Coping with Attention Deficit Disorder from Childhood Through Adulthood,Edward M. Hallowell,"['Nonfiction', 'Psychology', 'Adhd', 'Self Help', 'Mental Health', 'Parenting', 'Health']","4,11","12,322"
The Android's Dream,John Scalzi,"['Science Fiction', 'Fiction', 'Humor', 'Audiobook', 'Fantasy', 'Aliens', 'Science Fiction Fantasy']","3,98","21,074"
The Potrero Complex,Amy L. Bernstein,"['Fiction', 'Thriller', 'Mystery', 'Dystopia', 'Mystery Thriller']","4,21",152
Disney's The Lion King,Don Ferguson,"['Childrens', 'Picture Books', 'Fiction', 'Animals', 'Fantasy', 'Adventure', 'Kids']","4,51","22,887"
Tommy Goes Trick-Or-Treating (a Bird Brain Book),Emlyn Chand,"['Childrens', 'Halloween']","3,83",252
4.48 Psychosis,Sarah Kane,"['Plays', 'Drama', 'Poetry', 'Theatre', 'Fiction', 'Mental Health', 'Psychology']","4,22","5,83"
Are You My Mother?,P.D. Eastman,"['Childrens', 'Picture Books', 'Fiction', 'Animals', 'Classics', 'Family', 'Kids']","4,2","236,795"
Being There,Jerzy Kosi?ski,"['Fiction', 'Humor', 'Classics', 'Novels', 'Literature', 'Philosophy', 'Literary Fiction']","3,86","12,944"
Berlin Alexanderplatz,Alfred Döblin,"['Fiction', 'Classics', 'German Literature', 'Germany', 'Literature', 'Novels', '20th Century']","3,85","9,074"
NOS4A2,Joe Hill,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Audiobook', 'Paranormal', 'Vampires']","4,08","121,088"
Cloud 9,Caryl Churchill,"['Plays', 'Drama', 'Theatre', 'School', 'Fiction', 'Classics', 'LGBT']","3,62","7,926"
Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,"['Nonfiction', 'Psychology', 'Relationships', 'Self Help', 'Sexuality', 'Audiobook', 'Marriage']","4,17","33,699"
An Episode of Sparrows,Rumer Godden,"['Fiction', 'Historical Fiction', 'Classics', 'Childrens', 'Young Adult', 'British Literature', 'Middle Grade']","4,22","1,391"
The Easter Parade,Richard Yates,"['Fiction', 'Classics', 'American', 'Novels', 'Literary Fiction', 'The United States Of America', 'Literature']","4,03","9,089"
Beat to Quarters,C.S. Forester,"['Historical Fiction', 'Fiction', 'Adventure', 'Historical', 'Classics', 'War', 'Military Fiction']","4,28","10,977"
All the Ugly and Wonderful Things,Bryn Greenwood,"['Fiction', 'Contemporary', 'Romance', 'Adult', 'Audiobook', 'Adult Fiction', 'Literary Fiction']","4,01","147,173"
Entropy: A New World View,Jeremy Rifkin,"['Science', 'Nonfiction', 'Economics', 'Society', 'Environment', 'Sociology', 'Physics']","3,85",331
Stand on Zanzibar,John Brunner,"['Science Fiction', 'Fiction', 'Dystopia', 'Hugo Awards', 'Classics', 'Science Fiction Fantasy', 'Cyberpunk']","3,94","16,066"
My Stroke of Insight: A Brain Scientist's Personal Journey,Jill Bolte Taylor,"['Nonfiction', 'Science', 'Memoir', 'Psychology', 'Biography', 'Neuroscience', 'Health']","3,9","27,889"
Young Goodman Brown,Nathaniel Hawthorne,"['Classics', 'Short Stories', 'Fiction', 'Horror', 'School', 'Read For School', 'Literature']","3,67","13,897"
Jellicle Girl,Stevie Mikayne,"['LGBT', 'Young Adult', 'Contemporary', 'Lesbian', 'Fiction', 'Drama']","3,86",142
Poppy the Proud,Emlyn Chand,"['Childrens', 'Fiction']","4,17",122
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,"['Nonfiction', 'Self Help', 'Productivity', 'Psychology', 'Personal Development', 'Business', 'Audiobook']","3,75","18,81"
Mind Over Mood: Change How You Feel By Changing the Way You Think,Dennis Greenberger,"['Psychology', 'Self Help', 'Nonfiction', 'Mental Health', 'Health', 'Personal Development', 'Reference']","3,94","4,661"
Playing the Enemy: Nelson Mandela and the Game That Made a Nation,John Carlin,"['Nonfiction', 'History', 'Sports', 'Biography', 'Africa', 'South Africa', 'Politics']","4,17","4,879"
The First Circle,Aleksandr Solzhenitsyn,"['Fiction', 'Russia', 'Classics', 'Russian Literature', 'Literature', 'Historical Fiction', 'Novels']","4,23","7,824"
Le Petit Nicolas,René Goscinny,"['France', 'Fiction', 'Childrens', 'Classics', 'Humor', 'French Literature', 'School']","4,14","38,38"
The Discovery of India,Jawaharlal Nehru,"['History', 'India', 'Nonfiction', 'Politics', 'Indian Literature', 'Biography', 'Classics']","4,08","7,916"
The Lost Wife,Alyson Richman,"['Historical Fiction', 'Fiction', 'Romance', 'World War II', 'Historical', 'Holocaust', 'War']","4,24","55,97"
The Son,Jo Nesbø,"['Mystery', 'Crime', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Scandinavian Literature']","4,08","44,095"
The Road Back to You: An Enneagram Journey to Self-Discovery,Ian Morgan Cron,"['Nonfiction', 'Self Help', 'Psychology', 'Christian', 'Personal Development', 'Spirituality', 'Audiobook']","4,21","47,464"
Song Yet Sung,James McBride,"['Historical Fiction', 'Fiction', 'African American', 'Historical', 'Audiobook', 'Book Club', 'African American Literature']","3,98","4,933"
Dom Casmurro,Machado de Assis,"['Classics', 'Fiction', 'Romance', 'Brazil', 'Literature', 'Portuguese Literature', '19th Century']","4,32","29,291"
The Private Memoirs and Confessions of a Justified Sinner,James Hogg,"['Classics', 'Fiction', 'Gothic', 'Horror', 'Scotland', '19th Century', 'Literature']","3,66","8,306"
Endless Night,Agatha Christie,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Thriller', 'Audiobook']","3,81","32,458"
Chaos: Making a New Science,James Gleick,"['Science', 'Nonfiction', 'Physics', 'Mathematics', 'History', 'Philosophy', 'Popular Science']","4,03","37,014"
Marathon Man,William Goldman,"['Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Crime', 'Suspense', 'Classics']","4,11","20,637"
A Time to Love and a Time to Die,Erich Maria Remarque,"['Classics', 'Fiction', 'War', 'Historical Fiction', 'German Literature', 'Germany', 'Romance']","4,43","11,849"
1491: New Revelations of the Americas Before Columbus,Charles C. Mann,"['History', 'Nonfiction', 'American History', 'Anthropology', 'Science', 'Historical', 'World History']","4,04","82,41"
The Path Made Clear: Discovering Your Life's Direction and Purpose,Oprah Winfrey,"['Nonfiction', 'Self Help', 'Audiobook', 'Spirituality', 'Personal Development', 'Inspirational', 'Philosophy']","3,98","14,838"
Volpone,Ben Jonson,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', '17th Century', 'School']","3,5","9,663"
First Things First,Stephen R. Covey,"['Self Help', 'Business', 'Nonfiction', 'Productivity', 'Personal Development', 'Leadership', 'Psychology']","4,11","40,926"
The Last Sin Eater,Francine Rivers,"['Christian Fiction', 'Fiction', 'Christian', 'Historical Fiction', 'Historical', 'Adult', 'Novels']","4,1","29,771"
Amish Grace: How Forgiveness Transcended Tragedy,Donald B. Kraybill,"['Nonfiction', 'Amish', 'Religion', 'Christian', 'True Crime', 'History', 'Spirituality']","3,79","2,275"
The Invisible Bridge,Julie Orringer,"['Historical Fiction', 'Fiction', 'World War II', 'Holocaust', 'Historical', 'War', 'Hungary']","4,18","51,604"
A Midnight Clear,William Wharton,"['Fiction', 'Historical Fiction', 'War', 'World War II', 'Novels', 'American', 'Historical']","4,17","1,804"
L'avare,Molière,"['Classics', 'Plays', 'France', 'Theatre', 'School', 'Drama', 'Fiction']","3,61","25,929"
The Moon Is Down,John Steinbeck,"['Fiction', 'Classics', 'Historical Fiction', 'War', 'Literature', 'American', 'Novels']","3,92","26,002"
Vicky Finds a Valentine,Emlyn Chand,"['Childrens', 'Fiction', 'Picture Books']","4,12",89
De donkere kamer van Damokles,Willem Frederik Hermans,"['Fiction', 'Dutch Literature', 'Literature', 'Classics', 'School', 'Historical Fiction', 'War']","3,81","11,53"
Chrysanthemum,Kevin Henkes,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Fantasy', 'School', 'Family']","4,33","54,829"
Eligible: A Modern Retelling of Pride & Prejudice,Curtis Sittenfeld,"['Fiction', 'Romance', 'Chick Lit', 'Contemporary', 'Retellings', 'Audiobook', 'Adult']","3,6","85,538"
My Lovely Wife,Samantha Downing,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Audiobook', 'Suspense', 'Adult']","3,85","124,25"
What Got You Here Won't Get You There,Goldsmith Marshall,"['Business', 'Leadership', 'Nonfiction', 'Self Help', 'Management', 'Personal Development', 'Psychology']","3,95","27,788"
I Don't Have to Make Everything All Better,Gary B. Lundberg,"['Self Help', 'Nonfiction', 'Psychology', 'Relationships', 'Parenting', 'Personal Development', 'Family']","4,15",932
Electra,Sophocles,"['Plays', 'Classics', 'Drama', 'Mythology', 'Fiction', 'Theatre', 'Poetry']","3,81","12,073"
The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life: Before 8AM,Hal Elrod,"['Self Help', 'Nonfiction', 'Personal Development', 'Productivity', 'Business', 'Psychology', 'Audiobook']","3,91","70,123"
Finding Your Element: How to Discover Your Talents and Passions and Transform Your Life,Sir Ken Robinson PhD,"['Self Help', 'Nonfiction', 'Education', 'Personal Development', 'Psychology', 'Business', 'Philosophy']","3,81","5,613"
Concerning the Spiritual in Art,Wassily Kandinsky,"['Art', 'Nonfiction', 'Philosophy', 'Art History', 'Spirituality', 'Religion', 'Essays']","3,84","84,577"
Jesus Calling: Enjoying Peace in His Presence,Sarah Young,"['Christian', 'Nonfiction', 'Religion', 'Faith', 'Spirituality', 'Christianity', 'Christian Living']","4,47","70,488"
The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,"['Science', 'Nonfiction', 'Biology', 'Evolution', 'History', 'Popular Science', 'Anthropology']","4,14","26,846"
Alcoholics Anonymous,Alcoholics Anonymous,"['Self Help', 'Nonfiction', 'Psychology', 'Reference', 'Spirituality', 'Health', 'Religion']","4,48","10,242"
Bonfire,Krysten Ritter,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult']","3,53","21,235"
Willow,Julia Hoban,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Mental Health', 'Realistic Fiction', 'Mental Illness']","3,9","32,323"
No One Would Listen,Harry Markopolos,"['Nonfiction', 'Business', 'Finance', 'Economics', 'History', 'True Crime', 'Crime']","3,86","2,892"
The Lions of Al-Rassan,Guy Gavriel Kay,"['Fantasy', 'Historical Fiction', 'Fiction', 'Historical Fantasy', 'Historical', 'Epic Fantasy', 'Science Fiction Fantasy']","4,3","21,688"
"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",Kelly McGonigal,"['Psychology', 'Nonfiction', 'Self Help', 'Personal Development', 'Productivity', 'Science', 'Audiobook']","4,13","30,94"
The Snow Leopard,Peter Matthiessen,"['Travel', 'Nonfiction', 'Nature', 'Memoir', 'Adventure', 'Philosophy', 'Classics']","4,07","17,287"
Orthodoxy,G.K. Chesterton,"['Theology', 'Religion', 'Christian', 'Philosophy', 'Nonfiction', 'Christianity', 'Classics']","4,17","36,365"
The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,"['Africa', 'Memoir', 'Nonfiction', 'Biography', 'Kenya', 'History', 'Autobiography']","4,11","5,539"
Blood and Thunder: An Epic of the American West,Hampton Sides,"['History', 'Nonfiction', 'American History', 'Biography', 'Westerns', 'Native Americans', 'War']","4,25","15,383"
I See You,Clare Mackintosh,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Crime', 'Suspense', 'Psychological Thriller']","3,87","71,145"
Down to Earth Sociology: Introductory Readings,James M. Henslin,"['Sociology', 'Nonfiction', 'College', 'Psychology', 'Science', 'Social Science']","3,79",195
Cousin Bette,Honoré de Balzac,"['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'Literature', 'Novels']","3,85","9,551"
The Only Alien on the Planet,Kristen D. Randle,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Abuse', 'Teen']","4,3","2,844"
"Acid Dreams: The CIA, LSD and the Sixties Rebellion",Martin A. Lee,"['History', 'Nonfiction', 'Politics', 'Psychology', 'Sociology', 'American History', 'Cultural']","4,12","3,09"
Scientific Miracles in Ocean and Animals,Yusuf Al-Hajj Ahmad,"['Islam', 'Science']","4,3",90
Hope: A Tragedy,Shalom Auslander,"['Fiction', 'Humor', 'Jewish', 'Contemporary', 'Holocaust', 'Literary Fiction', 'Novels']","3,43","5,105"
The Power of Moments: Why Certain Experiences Have Extraordinary Impact,Chip Heath,"['Nonfiction', 'Business', 'Psychology', 'Self Help', 'Leadership', 'Personal Development', 'Audiobook']","4,14","18,151"
Herzog,Saul Bellow,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Nobel Prize', '20th Century']","3,76","20,789"
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,"['Christian', 'Nonfiction', 'Faith', 'Christian Living', 'Spirituality', 'Christianity', 'Inspirational']","4,02","53,836"
Our Mutual Friend,Charles Dickens,"['Classics', 'Fiction', 'Literature', 'Victorian', '19th Century', 'British Literature', 'Historical Fiction']","4,09","28,55"
A Day No Pigs Would Die,Robert Newton Peck,"['Fiction', 'Young Adult', 'Classics', 'Historical Fiction', 'Childrens', 'Banned Books', 'School']","3,57","9,85"
The Ice Twins,S.K. Tremayne,"['Thriller', 'Mystery', 'Fiction', 'Horror', 'Mystery Thriller', 'Suspense', 'Psychological Thriller']","3,65","37,039"
The Road of Lost Innocence: The True Story of a Cambodian Heroine,Somaly Mam,"['Nonfiction', 'Memoir', 'Biography', 'Asia', 'Biography Memoir', 'History', 'Social Justice']","4,19","8,34"
Stone's Fall,Iain Pears,"['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Historical Mystery', 'Crime', 'Audiobook']","3,87","8,472"
Velocity,Dean Koontz,"['Horror', 'Thriller', 'Fiction', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller']","3,87","62,691"
Turning Pro,Steven Pressfield,"['Nonfiction', 'Self Help', 'Writing', 'Business', 'Personal Development', 'Psychology', 'Productivity']","4,15","12,108"
Bloodlands: Europe Between Hitler and Stalin,Timothy Snyder,"['History', 'Nonfiction', 'War', 'World War II', 'Russia', 'Politics', 'European History']","4,37","14,604"
Torn Together,Emlyn Chand,"['Romance', 'Contemporary', 'Fiction']","4,13",106
"Max Havelaar, or the Coffee Auctions of the Dutch Trading Company",Multatuli,"['Classics', 'Fiction', 'Dutch Literature', 'Literature', 'Historical Fiction', 'School', '19th Century']","3,53","8,578"
Media Control: The Spectacular Achievements of Propaganda,Noam Chomsky,"['Politics', 'Nonfiction', 'Philosophy', 'History', 'Sociology', 'Psychology', 'Society']","4,02","7,372"
The Maze of Cadiz,Aly Monroe,"['Historical Fiction', 'Fiction', 'Mystery', 'Spain']","3,49",144
Muhammad: His Life Based on the Earliest Sources,Martin Lings,"['Islam', 'Religion', 'History', 'Biography', 'Nonfiction', 'Spirituality', 'Theology']","4,57","12,146"
And Then it Rained: Lessons for Life,Megan Morrison,['Memoir'],"4,43",21
"Nigella Express: Good Food, Fast",Nigella Lawson,"['Cookbooks', 'Cooking', 'Food', 'Nonfiction', 'Reference', 'Foodie', 'Food and Drink']","3,95","26,992"
The Story About Ping,Marjorie Flack,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Classics', 'China', 'Asia']","4,15","42,486"
English Passengers,Matthew Kneale,"['Historical Fiction', 'Fiction', 'Australia', 'Historical', 'Travel', 'Adventure', 'Tasmania']","4,06","6,927"
The Female of the Species,Mindy McGinnis,"['Young Adult', 'Contemporary', 'Fiction', 'Mystery', 'Thriller', 'Feminism', 'Audiobook']","4,16","34,53"
In the Meantime: Finding Yourself and the Love You Want,Iyanla Vanzant,"['Self Help', 'Nonfiction', 'Relationships', 'Spirituality', 'Psychology', 'Personal Development', 'Inspirational']","4,12","9,447"
F*ck Feelings: One Shrink's Practical Advice for Managing All Life's Impossible Problems,Michael I. Bennett,"['Nonfiction', 'Self Help', 'Psychology', 'Mental Health', 'Humor', 'Personal Development', 'Health']","3,45","5,354"
The Bed of Procrustes: Philosophical and Practical Aphorisms,Nassim Nicholas Taleb,"['Philosophy', 'Nonfiction', 'Psychology', 'Business', 'Economics', 'Finance', 'Science']","3,79","8,767"
Extraordinary Popular Delusions and the Madness of Crowds,Charles Mackay,"['History', 'Nonfiction', 'Psychology', 'Economics', 'Finance', 'Business', 'Sociology']","3,84","4,441"
Double Indemnity,James M. Cain,"['Fiction', 'Mystery', 'Noir', 'Classics', 'Crime', 'Thriller', 'Mystery Thriller']","4,06","25,175"
I Shall Not Hate: A Gaza Doctor's Journey on the Road to Peace and Human Dignity,Izzeldin Abuelaish,"['Nonfiction', 'Memoir', 'Biography', 'History', 'War', 'Politics', 'Autobiography']","4,27","6,052"
How to Become a Straight-A Student,Cal Newport,"['Self Help', 'Nonfiction', 'Productivity', 'Education', 'Personal Development', 'School', 'Psychology']","4,05","9,401"
Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,"['Fiction', 'Mystery', 'Poland', 'Contemporary', 'Literary Fiction', 'Crime', 'Thriller']","3,96","81,845"
"The Proud Tower: A Portrait of the World Before the War, 1890-1914",Barbara W. Tuchman,"['History', 'Nonfiction', 'European History', 'World War I', 'War', 'Politics', 'World History']","4,13","8,451"
Jayber Crow,Wendell Berry,"['Fiction', 'Historical Fiction', 'Classics', 'Novels', 'Literature', 'Audiobook', 'Literary Fiction']","4,38","16,733"
Finish: Give Yourself the Gift of Done,Jon Acuff,"['Nonfiction', 'Self Help', 'Business', 'Productivity', 'Personal Development', 'Psychology', 'Audiobook']","4,14","10,617"
The Antidote: Happiness for People Who Can't Stand Positive Thinking,Oliver Burkeman,"['Nonfiction', 'Psychology', 'Self Help', 'Philosophy', 'Personal Development', 'Mental Health', 'Audiobook']","4,03","13,543"
What's Eating Gilbert Grape,Peter Hedges,"['Fiction', 'Classics', 'Contemporary', 'Young Adult', 'Media Tie In', 'Coming Of Age', 'Novels']","4,1","16,026"
Revolting Rhymes,Roald Dahl,"['Poetry', 'Childrens', 'Fiction', 'Fantasy', 'Humor', 'Classics', 'Picture Books']","4,14","20,3"
Beautiful Ruins,Jess Walter,"['Fiction', 'Historical Fiction', 'Italy', 'Romance', 'Audiobook', 'Contemporary', 'Book Club']","3,68","172,771"
Lexicon,Max Barry,"['Fiction', 'Science Fiction', 'Thriller', 'Fantasy', 'Mystery', 'Audiobook', 'Science Fiction Fantasy']","3,91","35,925"
The Girl with the Louding Voice,Abi Daré,"['Fiction', 'Contemporary', 'Africa', 'Audiobook', 'Feminism', 'Literary Fiction', 'Nigeria']","4,44","132,28"
"Black Skin, White Masks",Frantz Fanon,"['Nonfiction', 'Philosophy', 'Race', 'Politics', 'Theory', 'History', 'Psychology']","4,27","14,231"
Solitude of Self,Elizabeth Cady Stanton,"['Feminism', 'Nonfiction', 'History', 'Philosophy', 'Essays', 'Womens', 'Psychology']","4,26",132
Buried Child,Sam Shepard,"['Plays', 'Drama', 'Fiction', 'Theatre', 'Classics', 'American', 'School']","3,86","9,608"
Solving the Procrastination Puzzle: A Concise Guide to Strategies for Change,Timothy A. Pychyl,"['Self Help', 'Nonfiction', 'Psychology', 'Productivity', 'Personal Development', 'Audiobook', 'Business']","3,71","4,66"
Imperialism: The Highest Stage of Capitalism,Vladimir Lenin,"['Politics', 'Nonfiction', 'Economics', 'Philosophy', 'Theory', 'History', 'Classics']","4,21","6,705"
The Philosophy of Andy Warhol,Andy Warhol,"['Art', 'Nonfiction', 'Philosophy', 'Biography', 'Memoir', 'Autobiography', 'Art History']","3,83","44,798"
The Pickwick Papers,Charles Dickens,"['Classics', 'Fiction', 'Literature', '19th Century', 'Humor', 'Victorian', 'British Literature']","3,84","28,424"
The Man Who Planted Trees,Jean Giono,"['Fiction', 'Short Stories', 'Classics', 'France', 'Nature', 'French Literature', 'Philosophy']","4,21","13,023"
Christ and the New Covenant: The Messianic Message of the Book of Mormon,Jeffrey R. Holland,"['Religion', 'Lds', 'Church', 'Nonfiction', 'Spirituality', 'Inspirational', 'Christian']","4,48","1,979"
Runaway: Stories,Alice Munro,"['Short Stories', 'Fiction', 'Canada', 'Literary Fiction', 'Contemporary', 'Literature', 'Nobel Prize']","3,98","23,6"
The Worst Journey in the World,Apsley Cherry-Garrard,"['Nonfiction', 'History', 'Travel', 'Adventure', 'Memoir', 'Biography', 'Survival']","4,18","7,277"
Islandia,Austin Tappan Wright,"['Fantasy', 'Fiction', 'Science Fiction', 'Classics', 'Science Fiction Fantasy', 'Literature', 'Utopia']","4,29",588
Love's Labour's Lost,William Shakespeare,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'Romance', 'Literature']","3,53","13,984"
My Life: An Attempt at an Autobiography,Leon Trotsky,"['History', 'Biography', 'Politics', 'Nonfiction', 'Russia', 'Autobiography', 'Memoir']","4,21",880
Three Complete Novels: The Andromeda Strain / The Terminal Man / The Great Train Robbery,Michael Crichton,"['Fiction', 'Science Fiction', 'Thriller', 'Suspense', 'Collections', 'Fantasy', 'Mystery']","4,09","1,074"
The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss,"['Music', 'Nonfiction', 'Biography', 'Memoir', 'Autobiography', 'Biography Memoir', 'Rock N Roll']","4,13","42,468"
The Tale of Genji,Murasaki Shikibu,"['Classics', 'Fiction', 'Japan', 'Japanese Literature', 'Historical Fiction', 'Literature', 'Historical']","3,72","12,538"
The 10X Rule: The Only Difference Between Success and Failure,Grant Cardone,"['Business', 'Self Help', 'Nonfiction', 'Personal Development', 'Productivity', 'Audiobook', 'Psychology']","3,95","23,718"
The Hammer of God: A Novel,Arthur C. Clarke,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Novels', 'Audiobook', 'Speculative Fiction', 'Classics']","3,69","7,965"
Godless: The Church of Liberalism,Ann Coulter,"['Politics', 'Nonfiction', 'Humor', 'Cultural', 'Audiobook', 'Religion', 'Political Science']","3,32","2,953"
Chariots of The Gods,Erich von Däniken,"['Nonfiction', 'History', 'Science', 'Aliens', 'Paranormal', 'Religion', 'Mythology']","3,52","16,02"
Beauty and the Beast,Jeanne-Marie Leprince de Beaumont,"['Classics', 'Fantasy', 'Fiction', 'Fairy Tales', 'Romance', 'Short Stories', 'Childrens']","3,98","14,645"
Story of a Soul: The Autobiography of St. Thérèse of Lisieux,Thérèse of Lisieux,"['Catholic', 'Religion', 'Biography', 'Nonfiction', 'Spirituality', 'Faith', 'Christian']","4,4","16,227"
Vipers' Tangle,François Mauriac,"['Fiction', 'France', 'Classics', 'Literature', 'French Literature', 'Novels', 'Nobel Prize']","4,05","3,012"
Candide and Other Stories,Voltaire,"['Classics', 'Fiction', 'Philosophy', 'Short Stories', 'France', 'Literature', 'French Literature']","3,93","4,675"
"The Hobbit, Part One",J.R.R. Tolkien,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Science Fiction Fantasy', 'High Fantasy', 'Young Adult']","4,3","376,315"
Where the Forest Meets the Stars,Glendy Vanderah,"['Fiction', 'Contemporary', 'Mystery', 'Romance', 'Fantasy', 'Magical Realism', 'Audiobook']","4,14","170,176"
A Spark of Light,Jodi Picoult,"['Fiction', 'Contemporary', 'Audiobook', 'Adult', 'Adult Fiction', 'Realistic Fiction', 'Chick Lit']","3,74","131,225"
The Gentle Art of Swedish Death Cleaning: How to Free Yourself and Your Family from a Lifetime of Clutter,Margareta Magnusson,"['Nonfiction', 'Self Help', 'Audiobook', 'Death', 'Memoir', 'How To', 'Personal Development']","3,38","19,063"
Horse Heaven,Jane Smiley,"['Fiction', 'Horses', 'Animals', 'Contemporary', 'Literary Fiction', 'Sports', 'Horse Racing']","3,89","5,241"
The Master of Go,Yasunari Kawabata,"['Fiction', 'Japan', 'Japanese Literature', 'Classics', 'Literature', 'Go', 'Asia']","3,82","4,608"
Great Lion of God,Taylor Caldwell,"['Historical Fiction', 'Fiction', 'Religion', 'Christian', 'Historical', 'Christian Fiction', 'Biblical Fiction']","4,17","2,448"
Pompeii,Robert Harris,"['Historical Fiction', 'Fiction', 'Historical', 'Italy', 'Thriller', 'Mystery', 'Novels']","3,85","42,725"
Vidas Secas,Graciliano Ramos,"['Classics', 'Fiction', 'Brazil', 'Literature', 'Romance', 'Portuguese Literature', 'Drama']","4,2","14,2"
The Elephant Whisperer,Lawrence Anthony,"['Nonfiction', 'Animals', 'Africa', 'Memoir', 'Nature', 'Biography', 'Audiobook']","4,5","25,089"
The Crow,James O'Barr,"['Graphic Novels', 'Comics', 'Horror', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Comic Book']","4,29","13,785"
Untamed,Glennon Doyle,"['Nonfiction', 'Memoir', 'Self Help', 'Audiobook', 'Feminism', 'LGBT', 'Biography']",4,"379,846"
Moonraker's Bride,Madeleine Brent,"['Romance', 'Historical Fiction', 'Mystery', 'Fiction', 'Gothic', 'Historical', 'Adventure']","4,32","3,021"
Passing,Nella Larsen,"['Classics', 'Fiction', 'Historical Fiction', 'Race', 'African American', 'Audiobook', 'Historical']","3,93","56,716"
Jefferson's Sons,Kimberly Brubaker Bradley,"['Historical Fiction', 'Young Adult', 'Middle Grade', 'Fiction', 'Historical', 'Childrens', 'Audiobook']","4,1","8,111"
Reading People: How Seeing the World through the Lens of Personality Changes Everything,Anne Bogel,"['Nonfiction', 'Self Help', 'Psychology', 'Audiobook', 'Personal Development', 'Adult', 'Relationships']","3,71","9,741"
Mockingbird,Walter Tevis,"['Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Speculative Fiction', 'Robots', 'Science Fiction Fantasy']","4,16","8,316"
The Continental Op,Dashiell Hammett,"['Mystery', 'Fiction', 'Noir', 'Short Stories', 'Crime', 'Classics', 'Detective']","4,15","6,46"
Selected Poetry,John Keats,"['Poetry', 'Classics', 'Literature', 'Fiction', 'Romanticism', '19th Century', 'British Literature']","4,24","4,435"
The Secret Diary of Anne Boleyn,Robin Maxwell,"['Historical Fiction', 'Historical', 'Fiction', 'Tudor Period', 'British Literature', 'Romance', '16th Century']","3,83","7,229"
Pudd'nhead Wilson,Mark Twain,"['Classics', 'Fiction', 'Literature', 'Humor', 'Historical Fiction', 'American', 'Mystery']","3,75","17,826"
If I Ran the Zoo,Dr. Seuss,"['Picture Books', 'Childrens', 'Fiction', 'Poetry', 'Animals', 'Classics', 'Fantasy']","3,84","10,789"
A Child's Garden of Verses,Robert Louis Stevenson,"['Poetry', 'Childrens', 'Classics', 'Picture Books', 'Fiction', 'Literature', '19th Century']","4,28","26,12"
The Napoleon of Notting Hill,G.K. Chesterton,"['Fiction', 'Classics', 'Fantasy', 'Humor', 'Science Fiction', 'Literature', 'Novels']","3,83","3,325"
